workload	location	operator	alfa	nodeType	precision	station	class	measureType	orig_analyzedSamples	orig_discardedSamples	orig_lowerLimit	orig_maxSamples	orig_meanValue	orig_successful	orig_upperLimit	mut_analyzedSamples	mut_discardedSamples	mut_lowerLimit	mut_maxSamples	mut_meanValue	mut_successful	mut_upperLimit	timeoutMut	significant_difference
workload1	Web Server 1	ChangeNumberServers	0.01		0.03			System Response Time	51200.0	50	1.0747085472655935	500000	1.0936924909748704	true	1.1126764346841473	46080.0	355	1.0995195128288064	500000	1.1232717695422068	true	1.147024026255607	false	false
workload1	Web Server 1	ChangeNumberServers	0.01		0.03		Class0	System Response Time	35840.0	0	0.9737581775896086	500000	0.9963352228782187	true	1.0189122681668288	35840.0	0	1.013514848358229	500000	1.034414575663869	true	1.055314302969509	false	false
workload1	Web Server 1	ChangeNumberServers	0.01		0.03		Class1	System Response Time	35840.0	0	1.2460506626226453	500000	1.2696879440293003	true	1.2933252254359553	51200.0	0	1.259879743221574	500000	1.2821502719820483	true	1.3044208007425226	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 1		Utilization	35840.0	495	0.1121437480614101	500000	0.115319152272802	true	0.1184945564841939	51200.0	355	0.22206200707769513	500000	0.2271195414220866	true	0.23217707576647806	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 1	Class0	Utilization	51200.0	360	0.08695428556350836	500000	0.08922572296172761	true	0.09149716035994686	40960.0	5	0.17513778678195746	500000	0.1797238031376005	true	0.18430981949324354	false	true
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 1	Class1	Utilization	40960.0	110	0.024606148893470164	500000	0.025207262394754116	true	0.025808375896038068	40960.0	0	0.04728959867970347	500000	0.04871020632484915	true	0.050130813969994824	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 2		Utilization	30720.0	5	0.11293018662723434	500000	0.11628083535795086	true	0.11963148408866739	51200.0	340	0.11510776062064265	500000	0.11805181520528722	true	0.12099586978993179	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 2	Class0	Utilization	40960.0	175	0.08906731695149274	500000	0.09135092001376767	true	0.0936345230760426	35840.0	20	0.0890401764969491	500000	0.09168556320142654	true	0.09433094990590397	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 2	Class1	Utilization	122880.0	935	0.024254816715225037	500000	0.024789269751459283	true	0.02532372278769353	61440.0	70	0.025057898993152493	500000	0.025741828449748923	true	0.026425757906345354	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 1		Utilization	81920.0	295	0.07224460891373688	500000	0.07376138443243473	true	0.07527815995113257	51200.0	380	0.07372540523307126	500000	0.07539680503015794	true	0.07706820482724462	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 1	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 1	Class1	Utilization	81920.0	295	0.07224460891373688	500000	0.07376138443243473	true	0.07527815995113257	51200.0	380	0.07372540523307126	500000	0.07539680503015794	true	0.07706820482724462	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 2		Utilization	71680.0	510	0.07293451643008984	500000	0.07479513575455801	true	0.07665575507902618	40960.0	15	0.07363427053313364	500000	0.0756326511219837	true	0.07763103171083376	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 2	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 2	Class1	Utilization	71680.0	510	0.07293451643008984	500000	0.07479513575455801	true	0.07665575507902618	40960.0	15	0.07363427053313364	500000	0.0756326511219837	true	0.07763103171083376	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 3		Utilization	112640.0	1705	0.07292424221262407	500000	0.07435466300576359	true	0.0757850837989031	61440.0	450	0.07461855761673658	500000	0.0759005194452224	true	0.07718248127370822	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 3	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 3	Class1	Utilization	112640.0	1705	0.07292424221262407	500000	0.07435466300576359	true	0.0757850837989031	61440.0	450	0.07461855761673658	500000	0.0759005194452224	true	0.07718248127370822	false	false
workload1	Web Server 1	ChangeNumberServers	0.01		0.03			System Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 1	ChangeNumberServers	0.01		0.03		Class0	System Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 1	ChangeNumberServers	0.01		0.03		Class1	System Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 1		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 1	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 1	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 2		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 2	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 2	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 1		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 1	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 1	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 2		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 2	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 2	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 3		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 3	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 3	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01		0.03			System Response Time	10240.0	15	1.1421682892623903	500000	1.1760834808184415	true	1.2099986723744927	23040.0	2730	1.1769074180881531	500000	1.2058264477103555	true	1.234745477332558	false	false
workload2	Web Server 1	ChangeNumberServers	0.01		0.03		Class0	System Response Time	40960.0	600	0.9770868620015383	500000	0.9960380616581515	true	1.0149892613147646	33280.0	970	1.0053715037918227	500000	1.0275275912104809	true	1.049683678629139	false	false
workload2	Web Server 1	ChangeNumberServers	0.01		0.03		Class1	System Response Time	12800.0	2665	1.2509758882480866	500000	1.289206276496317	true	1.3274366647445475	61200.0	10	1.275855946024255	500000	1.292697765864833	true	1.3095395857054113	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 1		Utilization	33280.0	1020	0.10128640630895705	500000	0.10427715358455075	true	0.10726790086014446	40960.0	165	0.2077522686972859	500000	0.21327029842780212	true	0.21878832815831833	false	true
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 1	Class0	Utilization	81920.0	0	0.055407645248765756	500000	0.05682833520526903	true	0.05824902516177231	71680.0	985	0.10825685330749057	500000	0.11128001167625293	true	0.11430317004501528	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 1	Class1	Utilization	40960.0	0	0.04846819031812714	500000	0.04986241481056208	true	0.05125663930299703	81920.0	60	0.09743737907526025	500000	0.10007395417485579	true	0.10271052927445133	false	true
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 2		Utilization	40960.0	0	0.10235277507727004	500000	0.1050645739158593	true	0.10777637275444855	81920.0	130	0.10431516540979767	500000	0.10653771544772299	true	0.10876026548564831	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 2	Class0	Utilization	81920.0	10	0.05512573347612503	500000	0.05598055927589403	true	0.05683538507566303	51200.0	10	0.05422335056762046	500000	0.05571483372977655	true	0.05720631689193264	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 2	Class1	Utilization	40960.0	270	0.04884006685892842	500000	0.05019523572163747	true	0.05155040458434652	40960.0	30	0.0491429987519609	500000	0.05032352401190132	true	0.05150404927184175	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 1		Utilization	122880.0	135	0.14584591258934126	500000	0.14863004875656619	true	0.1514141849237911	46080.0	655	0.1491170976050275	500000	0.15328368794255626	true	0.157450278280085	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 1	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 1	Class1	Utilization	122880.0	135	0.14584591258934126	500000	0.14863004875656619	true	0.1514141849237911	46080.0	655	0.1491170976050275	500000	0.15328368794255626	true	0.157450278280085	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 2		Utilization	35840.0	0	0.14791459351599381	500000	0.15185805480071216	true	0.1558015160854305	40960.0	0	0.14865514820223186	500000	0.15262785906476758	true	0.1566005699273033	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 2	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 2	Class1	Utilization	35840.0	0	0.14791459351599381	500000	0.15185805480071216	true	0.1558015160854305	40960.0	0	0.14865514820223186	500000	0.15262785906476758	true	0.1566005699273033	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 3		Utilization	51200.0	1530	0.14748945579758743	500000	0.15081318582808934	true	0.15413691585859124	40960.0	0	0.14998933462521383	500000	0.15354780557999248	true	0.15710627653477113	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 3	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 3	Class1	Utilization	51200.0	1530	0.14748945579758743	500000	0.15081318582808934	true	0.15413691585859124	40960.0	0	0.14998933462521383	500000	0.15354780557999248	true	0.15710627653477113	false	false
workload2	Web Server 1	ChangeNumberServers	0.01		0.03			System Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01		0.03		Class0	System Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01		0.03		Class1	System Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 1		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 1	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 1	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 2		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 2	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Web Server 2	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 1		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 1	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 1	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 2		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	1.0	0	0.0	500000	3.232479303691141E-5	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 2	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 2	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	1.0	0	0.0	500000	3.232479303691141E-5	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 3		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 3	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 1	ChangeNumberServers	0.01	station	0.03	Disk 3	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01		0.03			System Response Time	51200.0	50	1.0747085472655935	500000	1.0936924909748704	true	1.1126764346841473	61440.0	400	1.1044022661014856	500000	1.123808634094055	true	1.1432150020866243	false	false
workload1	Web Server 2	ChangeNumberServers	0.01		0.03		Class0	System Response Time	35840.0	0	0.9737581775896086	500000	0.9963352228782187	true	1.0189122681668288	33280.0	265	1.0179479281067405	500000	1.040065073480327	true	1.0621822188539134	false	false
workload1	Web Server 2	ChangeNumberServers	0.01		0.03		Class1	System Response Time	35840.0	0	1.2460506626226453	500000	1.2696879440293003	true	1.2933252254359553	61440.0	0	1.2629995696048824	500000	1.2818860389666626	true	1.300772508328443	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Web Server 1		Utilization	35840.0	495	0.1121437480614101	500000	0.115319152272802	true	0.1184945564841939	40960.0	5	0.11295399828650313	500000	0.1155471728461982	true	0.11814034740589327	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Web Server 1	Class0	Utilization	51200.0	360	0.08695428556350836	500000	0.08922572296172761	true	0.09149716035994686	40960.0	5	0.08754267056033146	500000	0.09011049584568852	true	0.09267832113104557	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Web Server 1	Class1	Utilization	40960.0	110	0.024606148893470164	500000	0.025207262394754116	true	0.025808375896038068	81920.0	110	0.025637784721857085	500000	0.026233346762502704	true	0.026828908803148324	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Web Server 2		Utilization	30720.0	5	0.11293018662723434	500000	0.11628083535795086	true	0.11963148408866739	61440.0	320	0.22128903810825412	500000	0.2253661795501817	true	0.2294433209921093	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Web Server 2	Class0	Utilization	40960.0	175	0.08906731695149274	500000	0.09135092001376767	true	0.0936345230760426	46080.0	700	0.17410840909461353	500000	0.17914899184738264	true	0.18418957460015176	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Web Server 2	Class1	Utilization	122880.0	935	0.024254816715225037	500000	0.024789269751459283	true	0.02532372278769353	46080.0	1335	0.04667003610135619	500000	0.04795382489799243	true	0.04923761369462867	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 1		Utilization	81920.0	295	0.07224460891373688	500000	0.07376138443243473	true	0.07527815995113257	40960.0	580	0.07234873404081617	500000	0.07397067810245317	true	0.07559262216409017	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 1	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 1	Class1	Utilization	81920.0	295	0.07224460891373688	500000	0.07376138443243473	true	0.07527815995113257	40960.0	580	0.07234873404081617	500000	0.07397067810245317	true	0.07559262216409017	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 2		Utilization	71680.0	510	0.07293451643008984	500000	0.07479513575455801	true	0.07665575507902618	40960.0	15	0.0709200078032268	500000	0.07298079690791119	true	0.07504158601259558	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 2	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 2	Class1	Utilization	71680.0	510	0.07293451643008984	500000	0.07479513575455801	true	0.07665575507902618	40960.0	15	0.0709200078032268	500000	0.07298079690791119	true	0.07504158601259558	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 3		Utilization	112640.0	1705	0.07292424221262407	500000	0.07435466300576359	true	0.0757850837989031	61440.0	480	0.07241483832169401	500000	0.07414145282973592	true	0.07586806733777782	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 3	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 3	Class1	Utilization	112640.0	1705	0.07292424221262407	500000	0.07435466300576359	true	0.0757850837989031	61440.0	480	0.07241483832169401	500000	0.07414145282973592	true	0.07586806733777782	false	false
workload1	Web Server 2	ChangeNumberServers	0.01		0.03			System Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01		0.03		Class0	System Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01		0.03		Class1	System Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Web Server 1		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Web Server 1	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Web Server 1	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Web Server 2		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Web Server 2	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Web Server 2	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 1		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 1	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 1	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 2		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 2	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 2	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 3		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 3	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 3	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 2	ChangeNumberServers	0.01		0.03			System Response Time	10240.0	15	1.1421682892623903	500000	1.1760834808184415	true	1.2099986723744927	51200.0	15	1.1682543590142536	500000	1.191219891723723	true	1.2141854244331922	false	false
workload2	Web Server 2	ChangeNumberServers	0.01		0.03		Class0	System Response Time	40960.0	600	0.9770868620015383	500000	0.9960380616581515	true	1.0149892613147646	35840.0	5	1.0012563627443323	500000	1.0276395995129433	true	1.0540228362815542	false	false
workload2	Web Server 2	ChangeNumberServers	0.01		0.03		Class1	System Response Time	12800.0	2665	1.2509758882480866	500000	1.289206276496317	true	1.3274366647445475	33280.0	2030	1.2641997039335295	500000	1.28723966932175	true	1.3102796347099706	false	false
workload2	Web Server 2	ChangeNumberServers	0.01	station	0.03	Web Server 1		Utilization	33280.0	1020	0.10128640630895705	500000	0.10427715358455075	true	0.10726790086014446	61440.0	5	0.10328408623275831	500000	0.10627856446792158	true	0.10927304270308486	false	false
workload2	Web Server 2	ChangeNumberServers	0.01	station	0.03	Web Server 1	Class0	Utilization	81920.0	0	0.055407645248765756	500000	0.05682833520526903	true	0.05824902516177231	81920.0	0	0.055026588580636214	500000	0.05610039465484195	true	0.057174200729047685	false	false
workload2	Web Server 2	ChangeNumberServers	0.01	station	0.03	Web Server 1	Class1	Utilization	40960.0	0	0.04846819031812714	500000	0.04986241481056208	true	0.05125663930299703	61440.0	230	0.0490291655837185	500000	0.05043230002928062	true	0.05183543447484274	false	false
workload2	Web Server 2	ChangeNumberServers	0.01	station	0.03	Web Server 2		Utilization	40960.0	0	0.10235277507727004	500000	0.1050645739158593	true	0.10777637275444855	40960.0	15	0.20310584189507278	500000	0.20896893950515463	true	0.2148320371152365	false	false
workload2	Web Server 2	ChangeNumberServers	0.01	station	0.03	Web Server 2	Class0	Utilization	81920.0	10	0.05512573347612503	500000	0.05598055927589403	true	0.05683538507566303	40960.0	105	0.1080205593491722	500000	0.11074129177242015	true	0.1134620241956681	false	false
workload2	Web Server 2	ChangeNumberServers	0.01	station	0.03	Web Server 2	Class1	Utilization	40960.0	270	0.04884006685892842	500000	0.05019523572163747	true	0.05155040458434652	61200.0	80	0.09600890338084456	500000	0.0985746297546122	true	0.10114035612837985	false	false
workload2	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 1		Utilization	122880.0	135	0.14584591258934126	500000	0.14863004875656619	true	0.1514141849237911	40960.0	0	0.14625790758818913	500000	0.15052458896499116	true	0.15479127034179319	false	false
workload2	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 1	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 1	Class1	Utilization	122880.0	135	0.14584591258934126	500000	0.14863004875656619	true	0.1514141849237911	40960.0	0	0.14625790758818913	500000	0.15052458896499116	true	0.15479127034179319	false	false
workload2	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 2		Utilization	35840.0	0	0.14791459351599381	500000	0.15185805480071216	true	0.1558015160854305	61440.0	130	0.14844896243434913	500000	0.15165919685298446	true	0.15486943127161978	false	false
workload2	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 2	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 2	Class1	Utilization	35840.0	0	0.14791459351599381	500000	0.15185805480071216	true	0.1558015160854305	61440.0	130	0.14844896243434913	500000	0.15165919685298446	true	0.15486943127161978	false	false
workload2	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 3		Utilization	51200.0	1530	0.14748945579758743	500000	0.15081318582808934	true	0.15413691585859124	81920.0	0	0.14811242051759294	500000	0.1516970466071203	true	0.15528167269664767	false	false
workload2	Web Server 2	ChangeNumberServers	0.01	station	0.03	Disk 3	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
