workload	location	operator	alfa	nodeType	precision	station	class	measureType	orig_analyzedSamples	orig_discardedSamples	orig_lowerLimit	orig_maxSamples	orig_meanValue	orig_successful	orig_upperLimit	mut_analyzedSamples	mut_discardedSamples	mut_lowerLimit	mut_maxSamples	mut_meanValue	mut_successful	mut_upperLimit	timeoutMut	significant_difference
workload2	Disk 1	ChangeNumberServersP	0.01		0.03			System Response Time	10240.0	15	1.1421682892623903	500000	1.1760834808184415	true	1.2099986723744927	25600.0	20	1.1380554012264803	500000	1.1707295167057246	true	1.2034036321849688	false	false
workload2	Disk 1	ChangeNumberServersP	0.01		0.03		Class0	System Response Time	40960.0	600	0.9770868620015383	500000	0.9960380616581515	true	1.0149892613147646	61440.0	155	0.9794821048527563	500000	0.9975116797917137	true	1.015541254730671	false	false
workload2	Disk 1	ChangeNumberServersP	0.01		0.03		Class1	System Response Time	12800.0	2665	1.2509758882480866	500000	1.289206276496317	true	1.3274366647445475	61440.0	25	1.2304867668186354	500000	1.2532070881049453	true	1.2759274093912552	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Web Server 1		Utilization	33280.0	1020	0.10128640630895705	500000	0.10427715358455075	true	0.10726790086014446	61440.0	220	0.10424846295270081	500000	0.106574498046426	true	0.1089005331401512	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Web Server 1	Class0	Utilization	81920.0	0	0.055407645248765756	500000	0.05682833520526903	true	0.05824902516177231	81920.0	0	0.05506423902207867	500000	0.05646357535391733	true	0.05786291168575598	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Web Server 1	Class1	Utilization	40960.0	0	0.04846819031812714	500000	0.04986241481056208	true	0.05125663930299703	102400.0	340	0.04782749698517093	500000	0.04930351949008733	true	0.05077954199500373	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Web Server 2		Utilization	40960.0	0	0.10235277507727004	500000	0.1050645739158593	true	0.10777637275444855	20480.0	110	0.10256274971959668	500000	0.10565430071583734	true	0.108745851712078	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Web Server 2	Class0	Utilization	81920.0	10	0.05512573347612503	500000	0.05598055927589403	true	0.05683538507566303	81920.0	150	0.05495907045424871	500000	0.056133485138773115	true	0.05730789982329752	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Web Server 2	Class1	Utilization	40960.0	270	0.04884006685892842	500000	0.05019523572163747	true	0.05155040458434652	81920.0	140	0.049083565289091954	500000	0.05043418800115721	true	0.05178481071322247	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Disk 1		Utilization	122880.0	135	0.14584591258934126	500000	0.14863004875656619	true	0.1514141849237911	81920.0	45	0.07320908103883374	500000	0.0749770221628916	true	0.07674496328694945	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Disk 1	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Disk 1	Class1	Utilization	122880.0	135	0.14584591258934126	500000	0.14863004875656619	true	0.1514141849237911	81920.0	45	0.07320908103883374	500000	0.0749770221628916	true	0.07674496328694945	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Disk 2		Utilization	35840.0	0	0.14791459351599381	500000	0.15185805480071216	true	0.1558015160854305	40960.0	45	0.14569276702175454	500000	0.14924141716073736	true	0.15279006729972017	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Disk 2	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Disk 2	Class1	Utilization	35840.0	0	0.14791459351599381	500000	0.15185805480071216	true	0.1558015160854305	40960.0	45	0.14569276702175454	500000	0.14924141716073736	true	0.15279006729972017	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Disk 3		Utilization	51200.0	1530	0.14748945579758743	500000	0.15081318582808934	true	0.15413691585859124	40960.0	20	0.14620808717319847	500000	0.14984999804771115	true	0.15349190892222384	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Disk 3	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Disk 3	Class1	Utilization	51200.0	1530	0.14748945579758743	500000	0.15081318582808934	true	0.15413691585859124	40960.0	20	0.14620808717319847	500000	0.14984999804771115	true	0.15349190892222384	false	false
workload2	Disk 1	ChangeNumberServersP	0.01		0.03			System Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 1	ChangeNumberServersP	0.01		0.03		Class0	System Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 1	ChangeNumberServersP	0.01		0.03		Class1	System Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Web Server 1		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Web Server 1	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Web Server 1	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Web Server 2		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Web Server 2	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Web Server 2	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Disk 1		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Disk 1	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Disk 1	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Disk 2		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Disk 2	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Disk 2	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Disk 3		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Disk 3	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 1	ChangeNumberServersP	0.01	station	0.03	Disk 3	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01		0.03			System Response Time	51200.0	50	1.0747085472655935	500000	1.0936924909748704	true	1.1126764346841473	61440.0	385	1.0675889016097244	500000	1.0846968487326643	true	1.101804795855604	false	false
workload1	Disk 2	ChangeNumberServersP	0.01		0.03		Class0	System Response Time	35840.0	0	0.9737581775896086	500000	0.9963352228782187	true	1.0189122681668288	61440.0	220	0.9850727672752013	500000	1.0024405486238672	true	1.0198083299725331	false	false
workload1	Disk 2	ChangeNumberServersP	0.01		0.03		Class1	System Response Time	35840.0	0	1.2460506626226453	500000	1.2696879440293003	true	1.2933252254359553	8960.0	1035	1.2056788205845974	500000	1.2412081185193875	true	1.2767374164541776	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 1		Utilization	35840.0	495	0.1121437480614101	500000	0.115319152272802	true	0.1184945564841939	81920.0	70	0.11240164160599983	500000	0.11538517329491027	true	0.11836870498382071	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 1	Class0	Utilization	51200.0	360	0.08695428556350836	500000	0.08922572296172761	true	0.09149716035994686	81920.0	85	0.08946724013130147	500000	0.0917280525439113	true	0.09398886495652112	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 1	Class1	Utilization	40960.0	110	0.024606148893470164	500000	0.025207262394754116	true	0.025808375896038068	102400.0	380	0.024379738817571436	500000	0.025009442154751944	true	0.02563914549193245	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 2		Utilization	30720.0	5	0.11293018662723434	500000	0.11628083535795086	true	0.11963148408866739	81920.0	165	0.11225212279913499	500000	0.11462596135291195	true	0.1169997999066889	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 2	Class0	Utilization	40960.0	175	0.08906731695149274	500000	0.09135092001376767	true	0.0936345230760426	81920.0	75	0.08871095839224209	500000	0.09076159822168231	true	0.09281223805112253	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 2	Class1	Utilization	122880.0	935	0.024254816715225037	500000	0.024789269751459283	true	0.02532372278769353	81920.0	120	0.024322084076948827	500000	0.02484149872674109	true	0.025360913376533355	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 1		Utilization	81920.0	295	0.07224460891373688	500000	0.07376138443243473	true	0.07527815995113257	61440.0	190	0.07212224947435746	500000	0.07378111744028928	true	0.07543998540622111	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 1	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 1	Class1	Utilization	81920.0	295	0.07224460891373688	500000	0.07376138443243473	true	0.07527815995113257	61440.0	190	0.07212224947435746	500000	0.07378111744028928	true	0.07543998540622111	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 2		Utilization	71680.0	510	0.07293451643008984	500000	0.07479513575455801	true	0.07665575507902618	30480.0	150	0.03573626478939423	500000	0.036829240284557224	true	0.03792221577972022	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 2	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 2	Class1	Utilization	71680.0	510	0.07293451643008984	500000	0.07479513575455801	true	0.07665575507902618	30480.0	150	0.03573626478939423	500000	0.036829240284557224	true	0.03792221577972022	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 3		Utilization	112640.0	1705	0.07292424221262407	500000	0.07435466300576359	true	0.0757850837989031	61440.0	190	0.07222569314922349	500000	0.07382889592511431	true	0.07543209870100513	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 3	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 3	Class1	Utilization	112640.0	1705	0.07292424221262407	500000	0.07435466300576359	true	0.0757850837989031	61440.0	190	0.07222569314922349	500000	0.07382889592511431	true	0.07543209870100513	false	false
workload1	Disk 2	ChangeNumberServersP	0.01		0.03			System Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01		0.03		Class0	System Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01		0.03		Class1	System Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 1		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 1	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 1	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 2		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 2	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 2	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 1		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 1	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 1	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 2		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 2	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 2	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 3		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 3	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 3	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01		0.03			System Response Time	10240.0	15	1.1421682892623903	500000	1.1760834808184415	true	1.2099986723744927	51200.0	330	1.1403703001903305	500000	1.1575300822737338	true	1.174689864357137	false	false
workload2	Disk 2	ChangeNumberServersP	0.01		0.03		Class0	System Response Time	40960.0	600	0.9770868620015383	500000	0.9960380616581515	true	1.0149892613147646	40960.0	5	0.9758280251382041	500000	0.9952295543226842	true	1.0146310835071644	false	false
workload2	Disk 2	ChangeNumberServersP	0.01		0.03		Class1	System Response Time	12800.0	2665	1.2509758882480866	500000	1.289206276496317	true	1.3274366647445475	15240.0	65	1.221350026482888	500000	1.2574813251829398	true	1.2936126238829915	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 1		Utilization	33280.0	1020	0.10128640630895705	500000	0.10427715358455075	true	0.10726790086014446	35840.0	60	0.10324900189134072	500000	0.10600541029499155	true	0.10876181869864239	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 1	Class0	Utilization	81920.0	0	0.055407645248765756	500000	0.05682833520526903	true	0.05824902516177231	81920.0	0	0.05499152656309433	500000	0.05637193583992259	true	0.05775234511675085	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 1	Class1	Utilization	40960.0	0	0.04846819031812714	500000	0.04986241481056208	true	0.05125663930299703	61440.0	240	0.048435745949395925	500000	0.04965980889546932	true	0.05088387184154272	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 2		Utilization	40960.0	0	0.10235277507727004	500000	0.1050645739158593	true	0.10777637275444855	40960.0	90	0.10357019485810046	500000	0.10562607042134456	true	0.10768194598458866	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 2	Class0	Utilization	81920.0	10	0.05512573347612503	500000	0.05598055927589403	true	0.05683538507566303	40960.0	310	0.05461089157171417	500000	0.05604374166106756	true	0.057476591750420955	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 2	Class1	Utilization	40960.0	270	0.04884006685892842	500000	0.05019523572163747	true	0.05155040458434652	81920.0	290	0.049636550891172485	500000	0.05089375898672736	true	0.05215096708228223	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 1		Utilization	122880.0	135	0.14584591258934126	500000	0.14863004875656619	true	0.1514141849237911	81920.0	0	0.14519968315472456	500000	0.14865215483865607	true	0.15210462652258758	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 1	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 1	Class1	Utilization	122880.0	135	0.14584591258934126	500000	0.14863004875656619	true	0.1514141849237911	81920.0	0	0.14519968315472456	500000	0.14865215483865607	true	0.15210462652258758	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 2		Utilization	35840.0	0	0.14791459351599381	500000	0.15185805480071216	true	0.1558015160854305	40960.0	0	0.07226081155997369	500000	0.0742045801708349	true	0.0761483487816961	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 2	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 2	Class1	Utilization	35840.0	0	0.14791459351599381	500000	0.15185805480071216	true	0.1558015160854305	40960.0	0	0.07226081155997369	500000	0.0742045801708349	true	0.0761483487816961	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 3		Utilization	51200.0	1530	0.14748945579758743	500000	0.15081318582808934	true	0.15413691585859124	61440.0	190	0.14511784980986842	500000	0.1488444995728834	true	0.15257114933589838	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 3	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 3	Class1	Utilization	51200.0	1530	0.14748945579758743	500000	0.15081318582808934	true	0.15413691585859124	61440.0	190	0.14511784980986842	500000	0.1488444995728834	true	0.15257114933589838	false	false
workload2	Disk 2	ChangeNumberServersP	0.01		0.03			System Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01		0.03		Class0	System Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01		0.03		Class1	System Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 1		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 1	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 1	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 2		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 2	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Web Server 2	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 1		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 1	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 1	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 2		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 2	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 2	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 3		Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 3	Class0	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload2	Disk 2	ChangeNumberServersP	0.01	station	0.03	Disk 3	Class1	Drop Rate	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 3	ChangeNumberServersP	0.01		0.03			System Response Time	51200.0	50	1.0747085472655935	500000	1.0936924909748704	true	1.1126764346841473	51200.0	345	1.0717152123845637	500000	1.0929187469857116	true	1.1141222815868594	false	false
workload1	Disk 3	ChangeNumberServersP	0.01		0.03		Class0	System Response Time	35840.0	0	0.9737581775896086	500000	0.9963352228782187	true	1.0189122681668288	35840.0	0	0.9852610443495023	500000	1.0048290360850083	true	1.0243970278205141	false	false
workload1	Disk 3	ChangeNumberServersP	0.01		0.03		Class1	System Response Time	35840.0	0	1.2460506626226453	500000	1.2696879440293003	true	1.2933252254359553	51200.0	0	1.2251652687614827	500000	1.2445893954292329	true	1.264013522096983	false	false
workload1	Disk 3	ChangeNumberServersP	0.01	station	0.03	Web Server 1		Utilization	35840.0	495	0.1121437480614101	500000	0.115319152272802	true	0.1184945564841939	40960.0	0	0.11074495239502917	500000	0.1139062959248152	true	0.11706763945460123	false	false
workload1	Disk 3	ChangeNumberServersP	0.01	station	0.03	Web Server 1	Class0	Utilization	51200.0	360	0.08695428556350836	500000	0.08922572296172761	true	0.09149716035994686	61440.0	215	0.08808816549700432	500000	0.08982998600781036	true	0.0915718065186164	false	false
workload1	Disk 3	ChangeNumberServersP	0.01	station	0.03	Web Server 1	Class1	Utilization	40960.0	110	0.024606148893470164	500000	0.025207262394754116	true	0.025808375896038068	81920.0	70	0.024105830629080897	500000	0.024690305080623684	true	0.02527477953216647	false	false
workload1	Disk 3	ChangeNumberServersP	0.01	station	0.03	Web Server 2		Utilization	30720.0	5	0.11293018662723434	500000	0.11628083535795086	true	0.11963148408866739	40960.0	295	0.1125765177970642	500000	0.11530508273160696	true	0.11803364766614972	false	false
workload1	Disk 3	ChangeNumberServersP	0.01	station	0.03	Web Server 2	Class0	Utilization	40960.0	175	0.08906731695149274	500000	0.09135092001376767	true	0.0936345230760426	40960.0	250	0.08915483880315317	500000	0.09155305984463473	true	0.09395128088611629	false	false
workload1	Disk 3	ChangeNumberServersP	0.01	station	0.03	Web Server 2	Class1	Utilization	122880.0	935	0.024254816715225037	500000	0.024789269751459283	true	0.02532372278769353	81920.0	0	0.024497977568510958	500000	0.025148620094219296	true	0.025799262619927633	false	false
workload1	Disk 3	ChangeNumberServersP	0.01	station	0.03	Disk 1		Utilization	81920.0	295	0.07224460891373688	500000	0.07376138443243473	true	0.07527815995113257	40960.0	55	0.07372823363005429	500000	0.07555759758738205	true	0.07738696154470981	false	false
workload1	Disk 3	ChangeNumberServersP	0.01	station	0.03	Disk 1	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 3	ChangeNumberServersP	0.01	station	0.03	Disk 1	Class1	Utilization	81920.0	295	0.07224460891373688	500000	0.07376138443243473	true	0.07527815995113257	40960.0	55	0.07372823363005429	500000	0.07555759758738205	true	0.07738696154470981	false	false
workload1	Disk 3	ChangeNumberServersP	0.01	station	0.03	Disk 2		Utilization	71680.0	510	0.07293451643008984	500000	0.07479513575455801	true	0.07665575507902618	51200.0	50	0.07234803978982218	500000	0.07427094004931671	true	0.07619384030881124	false	false
workload1	Disk 3	ChangeNumberServersP	0.01	station	0.03	Disk 2	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
workload1	Disk 3	ChangeNumberServersP	0.01	station	0.03	Disk 2	Class1	Utilization	71680.0	510	0.07293451643008984	500000	0.07479513575455801	true	0.07665575507902618	51200.0	50	0.07234803978982218	500000	0.07427094004931671	true	0.07619384030881124	false	false
workload1	Disk 3	ChangeNumberServersP	0.01	station	0.03	Disk 3		Utilization	112640.0	1705	0.07292424221262407	500000	0.07435466300576359	true	0.0757850837989031	40960.0	20	0.036574452696224065	500000	0.037591527302820615	true	0.038608601909417166	false	false
workload1	Disk 3	ChangeNumberServersP	0.01	station	0.03	Disk 3	Class0	Utilization	0.0	0	0.0	500000	0.0	true	0.0	0.0	0	0.0	500000	0.0	true	0.0	false	false
